Company,TypeName,Ram,Weight,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os,Price
HP,Notebook,8,2.04,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,10.777955789556444
Asus,Notebook,8,2.5,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows,10.70777173269934
Lenovo,Notebook,16,2.5,0,0,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows,11.74620626036131
Asus,Notebook,8,2.1,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows,11.018720942220474
Dell,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,0,256,AMD,Windows,10.187966701099125
Dell,Notebook,8,2.33,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,Windows,10.71371352082809
HP,Notebook,8,1.84,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows,11.081347155713406
Dell,Workstation,8,2.23,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows,11.197396851520583
Acer,Notebook,4,2.1,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Windows,9.871367833143674
Asus,Gaming,16,2.73,0,0,127.33567457123112,Intel Core i7,1000,512,Nvidia,Windows,11.470547260182666
Asus,Netbook,2,0.98,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows,9.232535429245788
Acer,Ultrabook,8,1.8,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,10.79884714858782
Dell,Notebook,8,2.04,1,1,282.42399616439724,Intel Core i5,0,256,Nvidia,Windows,11.694548697992886
Lenovo,Ultrabook,16,1.1,0,1,209.8006828649808,Intel Core i7,0,512,Intel,Windows,11.624777346052769
HP,Ultrabook,16,1.16,1,1,276.053530085501,Other Intel Processor,0,512,Intel,Windows,11.558808550535495
Asus,Ultrabook,8,1.45,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,11.130176383145796
HP,Notebook,4,1.86,0,0,100.45466986113652,Intel Core i5,500,0,AMD,Windows,10.393289544363068
HP,2 in 1 Convertible,4,1.45,1,0,135.0942111925629,Other Intel Processor,0,256,Intel,Windows,10.62842405558548
Dell,Notebook,8,2.8,0,0,127.33567457123112,Intel Core i7,1000,128,AMD,Windows,10.964896292206694
HP,Notebook,8,2.04,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows,10.862092668762644
HP,Notebook,4,2.1,0,1,141.21199808219862,Intel Core i7,500,0,AMD,Windows,10.510802297245792
Dell,Ultrabook,8,1.29,1,1,165.6321180513006,Intel Core i5,0,128,Intel,Windows,10.776844060703754
Lenovo,2 in 1 Convertible,4,0.69,1,1,224.1738090785728,Other Intel Processor,0,0,Intel,Windows,10.446778399351528
Asus,Notebook,12,2.06,0,1,282.42399616439724,Intel Core i7,1000,128,Intel,Windows,11.144911042902732
Asus,Notebook,4,2.0,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Windows,10.082583913974387
HP,Notebook,8,1.86,0,0,141.21199808219862,Intel Core i3,0,256,Intel,Windows,10.265276597141131
Asus,Notebook,4,1.68,0,0,100.45466986113652,AMD Processor,1000,0,AMD,Windows,10.126163794678414
Lenovo,Gaming,8,2.5,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows,10.882315804880689
HP,Notebook,8,2.5,0,0,106.11306214269258,Intel Core i3,0,256,Intel,Windows,10.436872940377548
HP,Notebook,6,2.18,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,10.658921971998408
Dell,Notebook,8,2.8,0,0,127.33567457123112,Intel Core i7,1000,128,AMD,Others,10.977716980635757
Dell,Gaming,16,4.36,0,1,254.67134914246225,Intel Core i7,1000,512,Nvidia,Windows,12.031987793755118
Acer,Notebook,4,3.3,0,0,106.11306214269258,Intel Core i3,1000,0,Nvidia,Windows,10.369151780182763
Lenovo,Ultrabook,8,1.13,0,1,209.8006828649808,Intel Core i7,0,512,Intel,Windows,11.708368556654154
HP,Netbook,8,1.26,0,0,125.36742798669836,Intel Core i5,0,256,Intel,Windows,11.211900368986475
Lenovo,2 in 1 Convertible,16,1.4,1,1,316.96506044349616,Intel Core i7,0,512,Intel,Windows,11.624777346052769
Acer,Notebook,4,2.1,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Others,9.672654512737536
Dell,Notebook,8,2.36,0,0,100.45466986113652,Intel Core i5,1000,0,AMD,Windows,10.435449831034946
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Others,10.147261623643049
Dell,Notebook,4,2.09,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Others,10.236346354272076
HP,Notebook,8,1.96,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,10.370805929717411
MSI,Gaming,8,2.7,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,11.064804181259648
Lenovo,Notebook,16,1.4,0,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows,11.288114524334732
Acer,Notebook,4,2.2,0,0,100.45466986113652,Intel Core i3,500,0,Nvidia,Windows,10.126163794678414
MSI,Gaming,16,1.8,0,0,141.21199808219862,Intel Core i7,2000,256,Nvidia,Windows,11.690461589827628
HP,Notebook,4,1.54,0,0,157.3505121487356,Intel Core i5,500,0,Intel,Windows,10.88331630521427
Acer,Notebook,8,2.4,0,0,141.21199808219862,Intel Core i5,1000,256,Nvidia,Windows,10.658921971998408
HP,Notebook,8,2.04,0,0,100.45466986113652,Intel Core i7,2000,0,Intel,Windows,10.419692282932576
Lenovo,Notebook,8,2.3,0,1,141.21199808219862,Intel Core i5,1000,0,Intel,Windows,10.7215735450074
Lenovo,2 in 1 Convertible,4,0.69,1,1,224.1738090785728,Other Intel Processor,0,0,Intel,Windows,10.147261623643049
